Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
39 lines of code for unit useTimesliderFlightPlans.ts.useTimesliderFlightPlans(),MEDIUM,RAW,2026-07-15,2,useTimesliderFlightPlans.ts.useTimesliderFlightPlans(),src/Components/HomePage/Body/Left/TimeSlider/useTimesliderFlightPlans.ts#L15:56,TypeScript,39,10,0
39 lines of code for unit index.tsx.EditGeometry(),MEDIUM,RAW,2026-06-04,43,index.tsx.EditGeometry(),src/Components/HomePage/Body/Left/Tools/EditGeometry/index.tsx#L24:59,TypeScript,39,6,0
39 lines of code for unit Step2Sub1.tsx.Step2Sub1(EditPointMapStepProps),MEDIUM,RAW,2026-07-14,3,Step2Sub1.tsx.Step2Sub1(EditPointMapStepProps),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/Step2Sub1.tsx#L8:72,TypeScript,39,1,1
38 lines of code for unit buildReportProcessingTasks.ts.buildReportProcessingTasks(BuildReportTasksInput),MEDIUM,RAW,2026-07-13,4,buildReportProcessingTasks.ts.buildReportProcessingTasks(BuildReportTasksInput),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/buildReportProcessingTasks.ts#L23:62,TypeScript,38,1,1
38 lines of code for unit useMapClickToUpdateCoordinates.ts.useMapClickToUpdateCoordinates(any),MEDIUM,RAW,2026-06-04,43,useMapClickToUpdateCoordinates.ts.useMapClickToUpdateCoordinates(any),src/Components/HomePage/Body/Left/Tools/EditGeometry/EditForm/EditGeometryPointPanel/useMapClickToUpdateCoordinates.ts#L8:57,TypeScript,38,7,1
38 lines of code for unit exportMap(),MEDIUM,RAW,2026-06-04,43,exportMap(),src/Components/HomePage/Body/Left/Tools/Exporter/index.tsx#L30:76,TypeScript,38,6,0
38 lines of code for unit onSuccess(),MEDIUM,RAW,2026-07-13,4,onSuccess(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/submitAddPointsToPlan.ts#L67:110,TypeScript,38,6,0
38 lines of code for unit handleDirectDownload(),MEDIUM,RAW,2026-06-04,43,handleDirectDownload(),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step3/hooks/useDirectDownload.ts#L17:57,TypeScript,38,6,0
38 lines of code for unit applyAgentReportSql.ts.buildApplyAgentReportQuery(ApplyAgentReportParams),MEDIUM,RAW,2026-07-13,4,applyAgentReportSql.ts.buildApplyAgentReportQuery(ApplyAgentReportParams),backend/src/routes/devices-updates/applyAgentReportSql.ts#L10:51,TypeScript,38,9,1
38 lines of code for unit buildTimesliderPageView.ts.buildTimesliderPageView(BuildTimesliderPageViewInput),MEDIUM,RAW,2026-07-15,2,buildTimesliderPageView.ts.buildTimesliderPageView(BuildTimesliderPageViewInput),src/Components/TimesliderItemDetailPage/buildTimesliderPageView.ts#L31:71,TypeScript,38,13,1
