Description,Severity,Status,Issue age,Lines of code,Redundant lines of code,Occurrences,Same file,Same component,Technology,Locations
7 lines occurring 3 times in 3 files,HIGH,RAW,1,7,14,3,false,true,TypeScript,"backend/src/routes/flightPlans/getFullPreparedFlightPlans.ts#L54:61,backend/src/routes/flightPlans/getSearchedFlightPlans.ts#L60:67,backend/src/routes/flightPlans/getUnPreparedPlans.ts#L48:55"
6 lines occurring 4 times in 4 files,HIGH,RAW,1,6,18,4,false,true,TypeScript,"backend/src/routes/consts/getActiviteiten.ts#L5:10,backend/src/routes/consts/getLuchtvaartuig.ts#L5:10,backend/src/routes/consts/getOrganisaties.ts#L5:10,backend/src/routes/consts/getWaarnemers.ts#L5:10"
6 lines occurring 4 times in 4 files,HIGH,RAW,1,6,18,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section1.tsx#L31:38,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section1.tsx#L76:83,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Block1/Section3.tsx#L51:58,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section4.tsx#L94:102"
7 lines occurring 3 times in 3 files,HIGH,RAW,1,7,14,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/getDistanceInMeters.ts#L9:17,src/helpers/getDistanceMeters.ts#L9:16,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L47:55"
7 lines occurring 3 times in 3 files,HIGH,RAW,1,7,14,3,false,false,TypeScript,"src/helpers/ArcGISHelpers/calculateCenterAndZoom.ts#L7:13,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/SinglePlan.tsx#L17:23,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step1/Content/SinglePlan.tsx#L19:25"
6 lines occurring 4 times in 2 files,HIGH,RAW,1,6,18,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L65:72,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L84:91,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/Buttons.tsx#L101:108,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/Buttons.tsx#L120:127"
6 lines occurring 4 times in 4 files,HIGH,RAW,1,6,18,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Form.tsx#L32:37,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/FormElements.tsx#L31:36,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx#L31:36,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/index.tsx#L30:35"
7 lines occurring 3 times in 2 files,HIGH,RAW,1,7,14,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step1/Content/SinglePlan.tsx#L55:61,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/SinglePlan.tsx#L100:106,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/SinglePlan.tsx#L159:165"
7 lines occurring 3 times in 3 files,HIGH,RAW,1,7,14,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Common/Filter.tsx#L12:18,src/Components/HomePage/Body/Left/Voorbereiding/RemoveFlightPlan/Filter/index.tsx#L10:16,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Filter/index.tsx#L12:18"
6 lines occurring 4 times in 2 files,HIGH,RAW,1,6,18,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L108:115,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L164:171,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L36:43,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L56:63"
7 lines occurring 3 times in 2 files,HIGH,RAW,1,7,14,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/RemovePoint.tsx#L102:110,src/hooks/features/useRenderPoints.ts#L63:70,src/hooks/features/useRenderPoints.ts#L78:86"
6 lines occurring 4 times in 4 files,HIGH,RAW,1,6,18,4,false,true,TypeScript,"src/hooks/zustand/useAddPointStates.ts#L45:51,src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L65:71,src/hooks/zustand/nabewerking/useCreateReportState.ts#L82:88,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L133:139"
7 lines occurring 3 times in 3 files,HIGH,RAW,1,7,14,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/SinglePlan.tsx#L107:117,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/SinglePlan.tsx#L142:152,src/hooks/hover-click-handlers/usePlanHover.ts#L35:45"
7 lines occurring 3 times in 2 files,HIGH,RAW,1,7,14,3,false,true,TypeScript,"src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L37:45,src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L66:74,src/hooks/zustand/nabewerking/useCreateReportState.ts#L83:91"
6 lines occurring 4 times in 2 files,HIGH,RAW,2,6,18,4,false,true,TypeScript,"src/hooks/zustand/useAddPointStates.ts#L36:43,src/hooks/zustand/useAddPointStates.ts#L50:57,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L76:83,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L138:145"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L120:130,src/Components/HomePage/Body/Bottom/PointsView/GeometriesTable/index.tsx#L188:198"
6 lines occurring 3 times in 2 files,HIGH,RAW,1,6,12,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L17:22,src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L185:190,backend/src/routes/geometries/createGeometry.ts#L6:11"
6 lines occurring 3 times in 2 files,HIGH,RAW,1,6,12,3,false,true,TypeScript,"src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L38:45,src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L67:74,src/hooks/zustand/nabewerking/useCreateReportState.ts#L46:53"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/index.tsx#L195:204,src/hooks/hover-click-handlers/useDrawYellowMarkers.ts#L47:56,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useMapGraphics.ts#L56:64"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step2/index.tsx#L27:34,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/UpdateBtn.tsx#L15:22"
8 lines occurring 2 times,HIGH,RAW,2,8,8,2,true,true,TypeScript,"src/hooks/zustand/nabewerking/useCreateReportState.ts#L46:56,src/hooks/zustand/nabewerking/useCreateReportState.ts#L84:94"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/SelectButtons.tsx#L34:43,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/SelectButtons.tsx#L43:52"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/AddToPlan/Step1.tsx#L5:14,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/Step1.tsx#L5:14"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,false,TypeScript,"src/helpers/ArcGISHelpers/createSymbols.ts#L8:13,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L362:367,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L408:413"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/CreateImageBtn.tsx#L21:32,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Foto/CreateImageBtn.tsx#L26:37"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/SelectButtons.tsx#L20:29,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/SelectButtons.tsx#L26:35"
6 lines occurring 3 times in 2 files,HIGH,RAW,2,6,12,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/CreateImageBtn.tsx#L106:111,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/CreateImageBtn.tsx#L153:158,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/index.tsx#L337:343"
6 lines occurring 3 times in 3 files,HIGH,RAW,2,6,12,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Buttons.tsx#L23:28,backend/src/routes/points/editPoint.ts#L55:60,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Form.tsx#L22:27"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"backend/src/routes/points/editPoint.ts#L33:40,backend/src/routes/geometries/updateGeometry.ts#L117:124"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/ViewPlans/PlanInformation.tsx#L5:14,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/ViewPlans/PlanInformation.tsx#L7:16"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L45:53,backend/src/routes/flightPlans/getFlightPlanById.ts#L43:51"
8 lines occurring 2 times,HIGH,RAW,2,8,8,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Foto/CreateImageBtn.tsx#L82:94,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Foto/CreateImageBtn.tsx#L141:153"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/ImportVluchtPlan.tsx#L121:126,src/helpers/ZustandStates/popUpState.ts#L6:11,src/hooks/zustand/tools/useDeletePointState.ts#L112:117"
8 lines occurring 2 times,HIGH,RAW,2,8,8,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/CreateImageBtn.tsx#L84:96,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/CreateImageBtn.tsx#L132:144"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L108:118,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L36:46"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step3/index.tsx#L9:17,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step2/index.tsx#L9:17"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L71:81,backend/src/routes/finished_plans/getPartialFinishedPlans.ts#L64:74"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/CreateImageBtn.tsx#L153:162,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/index.tsx#L337:347"
8 lines occurring 2 times,HIGH,RAW,2,8,8,2,true,true,TypeScript,"src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L182:189,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L212:219"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L84:99,backend/src/routes/finished_plans/getPartialFinishedPlans.ts#L77:92"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/GroupFunctions.tsx#L22:30,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/PointsBuffer.tsx#L14:22"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,true,TypeScript,"src/Components/DashboardPage/AllRoles/index.tsx#L5:12,src/Components/DashboardPage/AddUser/index.tsx#L6:13,src/Components/DashboardPage/EditUser/index.tsx#L8:15"
6 lines occurring 3 times in 3 files,HIGH,RAW,2,6,12,3,false,false,TypeScript,"backend/src/routes/points/createPointFromImport.ts#L115:120,src/Components/HomePage/Body/Bottom/PointsView/PointsTable/index.tsx#L20:25,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/SinglePlan.tsx#L123:128"
6 lines occurring 3 times in 2 files,HIGH,RAW,2,6,12,3,false,true,TypeScript,"src/helpers/tokens/ArcGISUserToken.ts#L58:63,src/helpers/refreshToken.ts#L11:16,src/helpers/refreshToken.ts#L25:30"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L76:86,src/hooks/zustand/nabewerking/useCreateReportState.ts#L96:106"
8 lines occurring 2 times,HIGH,RAW,2,8,8,2,true,true,TypeScript,"src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useTableScrollWidth.ts#L15:22,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useTableScrollWidth.ts#L50:57"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,false,TypeScript,"backend/src/Types/index.ts#L91:98,src/Types/index.ts#L128:135"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/helpers/tokens/ArcGISUserToken.ts#L34:41,src/helpers/refreshToken.ts#L10:17"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/Main/index.tsx#L42:54,src/hooks/features/useRenderPoints.ts#L102:114"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L35:42,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L5:12,src/hooks/zustand/useAddPointStates.ts#L5:12"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,true,TypeScript,"src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L24:31,src/hooks/zustand/nabewerking/useCreateReportState.ts#L33:40,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L24:31"
6 lines occurring 3 times in 2 files,HIGH,RAW,2,6,12,3,false,true,TypeScript,"src/hooks/zustand/useDeleteFlightPlan.ts#L22:29,src/hooks/zustand/useReuseFlightPlan.ts#L84:91,src/hooks/zustand/useReuseFlightPlan.ts#L146:153"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx#L107:118,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L107:118"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L62:69,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L87:94"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/index.tsx#L7:15,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/Submit.tsx#L7:15"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L120:126,src/Components/HomePage/Body/Bottom/PointsView/GeometriesTable/index.tsx#L188:194,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L19:25"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/ImportVluchtPlan.tsx#L121:128,src/helpers/ZustandStates/popUpState.ts#L6:13"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L135:143,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L102:110"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,true,TypeScript,"src/Components/HomePage/Body/Right/index.tsx#L47:53,src/Components/HomePage/Body/Left/Common/Layout/index.tsx#L47:53,src/Components/HomePage/Body/MapViewComp/index.tsx#L94:100"
6 lines occurring 3 times in 3 files,HIGH,RAW,2,6,12,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/getDistanceInMeters.ts#L2:7,src/helpers/getDistanceMeters.ts#L2:7,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L40:45"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"backend/src/routes/points/editPoint.ts#L78:87,backend/src/routes/finished_plans/updateFinishedPointAttachments.ts#L84:93"
8 lines occurring 2 times,HIGH,RAW,2,8,8,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts#L114:122,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts#L148:156"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/PointsList.tsx#L53:61,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/PointsList.tsx#L54:62"
6 lines occurring 3 times,HIGH,RAW,2,6,12,3,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts#L82:87,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts#L114:119,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts#L148:153"
6 lines occurring 3 times in 3 files,HIGH,RAW,1,6,12,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Buttons.tsx#L87:92,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/index.tsx#L89:94,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L279:284"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/PointsView/PointsTable/index.tsx#L20:27,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/SinglePlan.tsx#L123:130"
8 lines occurring 2 times in 2 files,HIGH,RAW,2,8,8,2,false,true,TypeScript,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L69:79,backend/src/routes/template_plans/getTemplateFlightPlans.ts#L93:103"
8 lines occurring 2 times in 2 files,HIGH,RAW,1,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Right/SelectedPlansPointsList/Common/useGeometryPlanImages.ts#L19:29,src/Components/HomePage/Body/Right/SelectedPlansPointsList/Common/usePointPlanImages.ts#L28:38"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,false,TypeScript,"src/Components/DevicesUpdatesPage/index.tsx#L15:21,backend/src/routes/devices-updates/types.ts#L15:21"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Foto/index.tsx#L25:36,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Foto/index.tsx#L29:40"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/PointsList.tsx#L10:17,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/PointsList.tsx#L10:17"
7 lines occurring 2 times,HIGH,RAW,2,7,7,2,true,true,TypeScript,"src/hooks/hover-click-handlers/useFeatureLayerPopup.ts#L141:150,src/hooks/hover-click-handlers/useFeatureLayerPopup.ts#L162:170"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"backend/src/routes/finished_plans/getPartialFinishedPlans.ts#L103:109,backend/src/routes/finished_plans/getSingleFinishedFlightPlan.ts#L160:166"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/Step2Sub2.tsx#L9:16,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub2.tsx#L11:18"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L91:99,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L171:179"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L47:54,src/hooks/zustand/nabewerking/useCreateReportState.ts#L58:65"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,false,TypeScript,"src/Components/InstallationsPage/index.tsx#L5:11,backend/src/routes/installers.ts#L13:19"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts#L34:44,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useRenderPlanGeometries.ts#L43:53"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,false,TypeScript,"backend/src/Types/index.ts#L121:126,src/Types/index.ts#L159:164"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"backend/src/routes/keycloak/management/users/deleteUser.ts#L19:29,backend/src/routes/keycloak/management/users/getAllUsers.ts#L13:23"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L24:33,src/hooks/zustand/nabewerking/useCreateReportState.ts#L33:42"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/BottomTabs/KaartlagenlijstTab.tsx#L6:14,src/Components/HomePage/Body/Left/Common/BottomTabs/SearchedTab.tsx#L6:15"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"backend/src/routes/keycloak/management/users/createUser.ts#L62:68,backend/src/routes/keycloak/management/users/resetPassword.ts#L23:29"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"src/hooks/zustand/useDeleteFlightPlan.ts#L5:12,src/hooks/zustand/useReuseFlightPlan.ts#L20:27"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/flightPlanStates.ts#L50:59,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L14:23"
7 lines occurring 2 times in 2 files,HIGH,RAW,1,7,7,2,false,true,TypeScript,"backend/src/routes/consts/getLuchtvaartuig.ts#L5:11,backend/src/routes/consts/getOrganisaties.ts#L5:11"
6 lines occurring 2 times in 2 files,HIGH,RAW,2,6,6,2,false,true,TypeScript,"backend/src/routes/finished_plans/getPartialFinishedPlans.ts#L44:49,backend/src/routes/finished_plans/getSingleFinishedFlightPlan.ts#L93:98"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/CurrentGeometriesList.tsx#L45:67,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/NewGeometriesList.tsx#L38:56"
7 lines occurring 2 times in 2 files,HIGH,RAW,2,7,7,2,false,true,TypeScript,"backend/src/routes/geometries/deleteGeometry.ts#L100:107,backend/src/routes/points/deletePoint.ts#L80:87"
6 lines occurring 2 times in 2 files,HIGH,RAW,1,6,6,2,false,true,TypeScript,"backend/src/routes/geometries/createGeometry.ts#L5:10,backend/src/routes/geometries/updateGeometry.ts#L36:41"
